paper,year,link
"A. Shrikumar, P. Greenside, and A. Kundaje. Learning important features through propagating activation differences. In Proceedings of the 34th International Conference on Machine Learning - Volume 70, ICML’17,
pp. 3145–3153. JMLR.org, 2017.",2017,
"A. Shrikumar, J. Su, and A. Kundaje. Computationally efficient measures of internal neuron importance. ArXiv,
abs/1807.09946, 2018. URL https://api.semanticscholar.org/CorpusID:50787065.",2018,https://api.semanticscholar.org/CorpusID:50787065.
"N. Y. Siegel, O.-M. Camburu, N. Heess, and M. Perez-Ortiz. The probabilities also matter: A more faithful
metric for faithfulness of free-text explanations in large language models, 2024.",2024,
"K. Simonyan, A. Vedaldi, and A. Zisserman. Deep inside convolutional networks: Visualising image classification models and saliency maps. In The Second International Conference on Learning Representations,
2014. URL http://arxiv.org/abs/1312.6034.",2014,http://arxiv.org/abs/1312.6034.
"A. K. Singh, T. Moskovitz, F. Hill, S. C. Y. Chan, and A. M. Saxe. What needs to go right for an induction
head? a mechanistic study of in-context learning circuits and their formation, 2024a.",,
"C. Singh, J. P. Inala, M. Galley, R. Caruana, and J. Gao. Rethinking interpretability in the era of large language
models. ArXiv, abs/2402.01761, 2024b. URL https://api.semanticscholar.org/CorpusID:26741253
0.",,"https://api.semanticscholar.org/CorpusID:26741253
0."
"S. Singh, S. Ravfogel, J. Herzig, R. Aharoni, R. Cotterell, and P. Kumaraguru. Mimic: Minimally modified
counterfactuals in the representation space. Arxiv, 2024c. URL https://arxiv.org/abs/2402.09631.",,https://arxiv.org/abs/2402.09631.
"L. Sixt, M. Granz, and T. Landgraf. When explanations lie: Why many modified BP attributions fail. In
H. D. III and A. Singh (eds.), Proceedings of the 37th International Conference on Machine Learning,
volume 119 of Proceedings of Machine Learning Research, pp. 9046–9057. PMLR, 13–18 Jul 2020. URL
https://proceedings.mlr.press/v119/sixt20a.html.",2020,https://proceedings.mlr.press/v119/sixt20a.html.
"D. Smilkov, N. Thorat, B. Kim, F. Viégas, and M. Wattenberg. Smoothgrad: removing noise by adding noise,
2017.",2017,
"P. Smolensky. Neural and conceptual interpretation of PDP models, pp. 390–431. MIT Press, Cambridge,
MA, USA, 1986. ISBN 0262631105.",1986,
"N. Stoehr, M. Gordon, C. Zhang, and O. Lewis. Localizing paragraph memorization in language models, 2024.
URL https://arxiv.org/abs/2403.19851.",2024,https://arxiv.org/abs/2403.19851.
"A. Stolfo, Y. Belinkov, and M. Sachan. A mechanistic interpretation of arithmetic reasoning in language
models using causal mediation analysis. In H. Bouamor, J. Pino, and K. Bali (eds.), Proceedings of the 2023
Conference on Empirical Methods in Natural Language Processing, pp. 7035–7052, Singapore, December
2023a. Association for Computational Linguistics. doi: 10.18653/v1/2023.emnlp-main.435. URL https:
//aclanthology.org/2023.emnlp-main.435.",2023,"https:
//aclanthology.org/2023.emnlp-main.435."
"A. Stolfo, Y. Belinkov, and M. Sachan. Understanding arithmetic reasoning in language models using causal
mediation analysis. Arxiv, 2023b. URL https://arxiv.org/abs/2305.15054.",,https://arxiv.org/abs/2305.15054.
"X. Suau, L. Zappella, and N. Apostoloff. Finding experts in transformer models, 2020.",2020,
"X. Suau, L. Zappella, and N. Apostoloff. Self-conditioning pre-trained language models. International Conference on Machine Learning, 2022. URL https://proceedings.mlr.press/v162/cuadros22a/cuad
ros22a.pdf.",2022,"https://proceedings.mlr.press/v162/cuadros22a/cuad
ros22a.pdf."
"M. Sun, X. Chen, J. Z. Kolter, and Z. Liu. Massive activations in large language models, 2024. URL https:
//arxiv.org/abs/2402.17762.",2024,"https:
//arxiv.org/abs/2402.17762."
"M. Sundararajan, A. Taly, and Q. Yan. Axiomatic attribution for deep networks. In Proceedings of the 34th
International Conference on Machine Learning, volume 70, pp. 3319–3328. JMLR.org, 2017.",2017,
"A. Syed, C. Rager, and A. Conmy. Attribution patching outperforms automated circuit discovery. Arxiv, 2023.
URL https://arxiv.org/abs/2310.10348.",2023,https://arxiv.org/abs/2310.10348.
"S. Takase, S. Kiyono, S. Kobayashi, and J. Suzuki. B2T connection: Serving stability and performance in deep
transformers. In A. Rogers, J. Boyd-Graber, and N. Okazaki (eds.), Findings of the Association for Computational Linguistics: ACL 2023, pp. 3078–3095, Toronto, Canada, July 2023. Association for Computational
Linguistics. doi: 10.18653/v1/2023.findings-acl.192. URL https://aclanthology.org/2023.findings
-acl.192.",2023,"https://aclanthology.org/2023.findings
-acl.192."
"T. Tang, W. Luo, H. Huang, D. Zhang, X. Wang, X. Zhao, F. Wei, and J.-R. Wen. Language-specific neurons:
The key to multilingual capabilities in large language models, 2024. URL https://arxiv.org/abs/2402
.16438.",2024,"https://arxiv.org/abs/2402
.16438."
"D. A. Tarzanagh, Y. Li, C. Thrampoulidis, and S. Oymak. Transformers as support vector machines, 2024.",2024,
"A. Templeton, T. Conerly, J. Marcus, T. Henighan, A. Golubeva, and T. Bricken. Circuits updates - february
2024. update on dictionary learning improvements. Transformer Circuits Thread, 2024. URL https:
//transformer-circuits.pub/2024/feb-update/index.html.",2024,"https:
//transformer-circuits.pub/2024/feb-update/index.html."
"I. Tenney, D. Das, and E. Pavlick. BERT rediscovers the classical NLP pipeline. In A. Korhonen, D. Traum, and
L. Màrquez (eds.), Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics,
pp. 4593–4601, Florence, Italy, July 2019a. Association for Computational Linguistics. doi: 10.18653/v1/
P19-1452. URL https://aclanthology.org/P19-1452.",,https://aclanthology.org/P19-1452.
"I. Tenney, P. Xia, B. Chen, A. Wang, A. Poliak, R. T. McCoy, N. Kim, B. V. Durme, S. Bowman, D. Das,
and E. Pavlick. What do you learn from context? probing for sentence structure in contextualized word
representations. In International Conference on Learning Representations, 2019b. URL https://openre
view.net/forum?id=SJzSgnRcKX.",,"https://openre
view.net/forum?id=SJzSgnRcKX."
"I. Tenney, J. Wexler, J. Bastings, T. Bolukbasi, A. Coenen, S. Gehrmann, E. Jiang, M. Pushkarna, C. Radebaugh,
E. Reif, and A. Yuan. The language interpretability tool: Extensible, interactive visualizations and analysis
for NLP models. In Q. Liu and D. Schlangen (eds.), Proceedings of the 2020 Conference on Empirical
Methods in Natural Language Processing: System Demonstrations, pp. 107–118, Online, October 2020.
Association for Computational Linguistics. doi: 10.18653/v1/2020.emnlp-demos.15. URL https:
//aclanthology.org/2020.emnlp-demos.15.",2020,"https:
//aclanthology.org/2020.emnlp-demos.15."
"I. Tenney, R. Mullins, B. Du, S. Pandya, M. Kahng, and L. Dixon. Interactive prompt debugging with sequence
salience. Arxiv, 2024. URL https://arxiv.org/abs/2404.07498.",2024,https://arxiv.org/abs/2404.07498.
"Y. Tian, Y. Wang, B. Chen, and S. Du. Scan and snap: Understanding training dynamics and token composition
in 1-layer transformer, 2023.",2023,
"Y. Tian, Y. Wang, Z. Zhang, B. Chen, and S. S. Du. JoMA: Demystifying multilayer transformers via joint
dynamics of MLP and attention. In The Twelfth International Conference on Learning Representations,
2024. URL https://openreview.net/forum?id=LbJqRGNYCf.",2024,https://openreview.net/forum?id=LbJqRGNYCf.
"R. Tibshirani. Regression shrinkage and selection via the lasso. Journal of the Royal Statistical Society: Series
B (Methodological), 58(1):267–288, 1996. doi: https://doi.org/10.1111/j.2517-6161.1996.tb02080.x. URL
https://rss.onlinelibrary.wiley.com/doi/abs/10.1111/j.2517-6161.1996.tb02080.x.",1996,https://rss.onlinelibrary.wiley.com/doi/abs/10.1111/j.2517-6161.1996.tb02080.x.
"C. Tigges, O. J. Hollinsworth, A. Geiger, and N. Nanda. Linear representations of sentiment in large language
models. Arxiv, 2023. URL https://arxiv.org/abs/2310.15154.",2023,https://arxiv.org/abs/2310.15154.
"W. Timkey and M. van Schijndel. All bark and no bite: Rogue dimensions in transformer language models
obscure representational quality. In M.-F. Moens, X. Huang, L. Specia, and S. W.-t. Yih (eds.), Proceedings
of the 2021 Conference on Empirical Methods in Natural Language Processing, pp. 4527–4546, Online
and Punta Cana, Dominican Republic, November 2021. Association for Computational Linguistics. doi:
10.18653/v1/2021.emnlp-main.372. URL https://aclanthology.org/2021.emnlp-main.372.",2021,https://aclanthology.org/2021.emnlp-main.372.
"E. Todd, M. Li, A. S. Sharma, A. Mueller, B. C. Wallace, and D. Bau. LLMs represent contextual tasks as
compact function vectors. In The Twelfth International Conference on Learning Representations, 2024.
URL https://openreview.net/forum?id=AwyxtyMwaG.",2024,https://openreview.net/forum?id=AwyxtyMwaG.
"H. Touvron, L. Martin, K. Stone, P. Albert, A. Almahairi, Y. Babaei, N. Bashlykov, S. Batra, P. Bhargava,
S. Bhosale, D. Bikel, L. Blecher, C. C. Ferrer, M. Chen, G. Cucurull, D. Esiobu, J. Fernandes, J. Fu, W. Fu,
B. Fuller, C. Gao, V. Goswami, N. Goyal, A. Hartshorn, S. Hosseini, R. Hou, H. Inan, M. Kardas, V. Kerkez,
M. Khabsa, I. Kloumann, A. Korenev, P. S. Koura, M.-A. Lachaux, T. Lavril, J. Lee, D. Liskovich, Y. Lu,
Y. Mao, X. Martinet, T. Mihaylov, P. Mishra, I. Molybog, Y. Nie, A. Poulton, J. Reizenstein, R. Rungta,
K. Saladi, A. Schelten, R. Silva, E. M. Smith, R. Subramanian, X. E. Tan, B. Tang, R. Taylor, A. Williams,
J. X. Kuan, P. Xu, Z. Yan, I. Zarov, Y. Zhang, A. Fan, M. Kambadur, S. Narang, A. Rodriguez, R. Stojnic,
S. Edunov, and T. Scialom. Llama 2: Open foundation and fine-tuned chat models. Arxiv, 2023. URL
https://arxiv.org/abs/2307.09288.",2023,https://arxiv.org/abs/2307.09288.
"I. Tufanov, K. Hambardzumyan, J. Ferrando, and E. Voita. Lm transparency tool: Interactive tool for analyzing
transformer language models. Arxiv, 2024. URL https://arxiv.org/abs/2404.07004.",2024,https://arxiv.org/abs/2404.07004.
"A. M. Turner, L. Thiergart, D. Udell, G. Leech, U. Mini, and M. MacDiarmid. Activation addition: Steering
language models without optimization, 2023.",2023,
"M. Turpin, J. Michael, E. Perez, and S. Bowman. Language models don’t always say what they think:
Unfaithful explanations in chain-of-thought prompting. ArXiv, abs/2305.04388, 2023. URL https:
//api.semanticscholar.org/CorpusID:258556812.",2023,"https:
//api.semanticscholar.org/CorpusID:258556812."
"A. Variengien. Some common confusion about induction heads. LessWrong, 2023. URL https://www.less
wrong.com/posts/nJqftacoQGKurJ6fv/some-common-confusion-about-induction-heads.",2023,"https://www.less
wrong.com/posts/nJqftacoQGKurJ6fv/some-common-confusion-about-induction-heads."
"A. Variengien and E. Winsor. Look before you leap: A universal emergent decomposition of retrieval tasks in
language models, 2023. URL https://arxiv.org/abs/2312.10091.",2023,https://arxiv.org/abs/2312.10091.
"V. Varma, R. Shah, Z. Kenton, J. Kram’ar, and R. Kumar. Explaining grokking through circuit efficiency.
ArXiv, abs/2309.02390, 2023. URL https://api.semanticscholar.org/CorpusID:261557247.",2023,https://api.semanticscholar.org/CorpusID:261557247.
"N. Varshney, W. Yao, H. Zhang, J. Chen, and D. Yu. A stitch in time saves nine: Detecting and mitigating
hallucinations of llms by validating low-confidence generation, 2023. URL https://arxiv.org/abs/23
07.03987.",2023,"https://arxiv.org/abs/23
07.03987."
"H. Vasconcelos, M. Jörke, M. Grunde-McLaughlin, T. Gerstenberg, M. S. Bernstein, and R. Krishna. Explanations can reduce overreliance on ai systems during decision-making. Proc. ACM Hum.-Comput. Interact., 7
(CSCW1), apr 2023. doi: 10.1145/3579605. URL https://doi.org/10.1145/3579605.",2023,https://doi.org/10.1145/3579605.
"A. Vaswani, N. Shazeer, N. Parmar, J. Uszkoreit, L. Jones, A. N. Gomez, L. u. Kaiser, and I. Polosukhin.
Attention is all you need. In I. Guyon, U. V. Luxburg, S. Bengio, H. Wallach, R. Fergus, S. Vishwanathan,
and R. Garnett (eds.), Advances in Neural Information Processing Systems, volume 30. Curran Associates,
Inc., 2017. URL https://proceedings.neurips.cc/paper/2017/file/3f5ee243547dee91fbd053c1c
4a845aa-Paper.pdf.",2017,"https://proceedings.neurips.cc/paper/2017/file/3f5ee243547dee91fbd053c1c
4a845aa-Paper.pdf."
"A. Veit, M. Wilber, and S. Belongie. Residual networks behave like ensembles of relatively shallow networks.
In Proceedings of the 30th International Conference on Neural Information Processing Systems, NIPS’16,
pp. 550–558, Red Hook, NY, USA, 2016. Curran Associates Inc. ISBN 9781510838819.",2016,
"J. Vig. A multiscale visualization of attention in the transformer model. In M. R. Costa-jussà and E. Alfonseca
(eds.), Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics: System
Demonstrations, pp. 37–42, Florence, Italy, July 2019. Association for Computational Linguistics. doi:
10.18653/v1/P19-3007. URL https://aclanthology.org/P19-3007.",2019,https://aclanthology.org/P19-3007.
"J. Vig, S. Gehrmann, Y. Belinkov, S. Qian, D. Nevo, Y. Singer, and S. Shieber. Investigating gender bias in
language models using causal mediation analysis. In H. Larochelle, M. Ranzato, R. Hadsell, M. Balcan, and
H. Lin (eds.), Advances in Neural Information Processing Systems, volume 33, pp. 12388–12401. Curran
Associates, Inc., 2020. URL https://proceedings.neurips.cc/paper/2020/hash/92650b2e9221771
5fe312e6fa7b90d82-Abstract.html.",2020,"https://proceedings.neurips.cc/paper/2020/hash/92650b2e9221771
5fe312e6fa7b90d82-Abstract.html."
"E. Voita and I. Titov. Information-theoretic probing with minimum description length. In B. Webber, T. Cohn,
Y. He, and Y. Liu (eds.), Proceedings of the 2020 Conference on Empirical Methods in Natural Language
Processing (EMNLP), pp. 183–196, Online, November 2020. Association for Computational Linguistics.
doi: 10.18653/v1/2020.emnlp-main.14. URL https://aclanthology.org/2020.emnlp-main.14.",2020,https://aclanthology.org/2020.emnlp-main.14.
"E. Voita, R. Sennrich, and I. Titov. The bottom-up evolution of representations in the transformer: A study
with machine translation and language modeling objectives. In K. Inui, J. Jiang, V. Ng, and X. Wan (eds.),
Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th
International Joint Conference on Natural Language Processing (EMNLP-IJCNLP), pp. 4396–4406, Hong
Kong, China, November 2019a. Association for Computational Linguistics. doi: 10.18653/v1/D19-1448.
URL https://aclanthology.org/D19-1448.",2019,https://aclanthology.org/D19-1448.
"E. Voita, D. Talbot, F. Moiseev, R. Sennrich, and I. Titov. Analyzing multi-head self-attention: Specialized
heads do the heavy lifting, the rest can be pruned. In A. Korhonen, D. Traum, and L. Màrquez (eds.),
Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics, pp. 5797–5808,
Florence, Italy, July 2019b. Association for Computational Linguistics. doi: 10.18653/v1/P19-1580. URL
https://aclanthology.org/P19-1580.",,https://aclanthology.org/P19-1580.
"E. Voita, R. Sennrich, and I. Titov. Analyzing the source and target contributions to predictions in neural
machine translation. In C. Zong, F. Xia, W. Li, and R. Navigli (eds.), Proceedings of the 59th Annual
Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on
Natural Language Processing (Volume 1: Long Papers), pp. 1126–1140, Online, August 2021. Association
for Computational Linguistics. doi: 10.18653/v1/2021.acl-long.91. URL https://aclanthology.org/2
021.acl-long.91.",2021,"https://aclanthology.org/2
021.acl-long.91."
"E. Voita, J. Ferrando, and C. Nalmpantis. Neurons in large language models: Dead, n-gram, positional. Arxiv,
2023. URL https://arxiv.org/abs/2309.04827.",2023,https://arxiv.org/abs/2309.04827.
"J. Von Oswald, E. Niklasson, E. Randazzo, J. Sacramento, A. Mordvintsev, A. Zhmoginov, and M. Vladymyrov.
Transformers learn in-context by gradient descent. In A. Krause, E. Brunskill, K. Cho, B. Engelhardt,
S. Sabato, and J. Scarlett (eds.), Proceedings of the 40th International Conference on Machine Learning,
volume 202 of Proceedings of Machine Learning Research, pp. 35151–35174. PMLR, 23–29 Jul 2023.
URL https://proceedings.mlr.press/v202/von-oswald23a.html.",2023,https://proceedings.mlr.press/v202/von-oswald23a.html.
"K. R. Wang, A. Variengien, A. Conmy, B. Shlegeris, and J. Steinhardt. Interpretability in the wild: a circuit
for indirect object identification in GPT-2 small. In The Eleventh International Conference on Learning
Representations, 2023a. URL https://openreview.net/forum?id=NpsVSN6o4ul.",,https://openreview.net/forum?id=NpsVSN6o4ul.
"Q. Wang, T. Anikina, N. Feldhus, J. van Genabith, L. Hennig, and S. Möller. Llmcheckup: Conversational
examination of large language models via interpretability tools, 2024.",2024,
"S. Wang, Y. Zhu, H. Liu, Z. Zheng, C. Chen, and J. Li. Knowledge editing for large language models: A survey.
ArXiv, abs/2310.16218, 2023b. URL https://api.semanticscholar.org/CorpusID:264487359.",,https://api.semanticscholar.org/CorpusID:264487359.
"X. Wang, K. Wen, Z. Zhang, L. Hou, Z. Liu, and J. Li. Finding skill neurons in pre-trained transformer-based
language models. In Y. Goldberg, Z. Kozareva, and Y. Zhang (eds.), Proceedings of the 2022 Conference on
Empirical Methods in Natural Language Processing, pp. 11132–11152, Abu Dhabi, United Arab Emirates,
December 2022. Association for Computational Linguistics. doi: 10.18653/v1/2022.emnlp-main.765. URL
https://aclanthology.org/2022.emnlp-main.765.",2022,https://aclanthology.org/2022.emnlp-main.765.
"D. Wei, R. Nair, A. Dhurandhar, K. R. Varshney, E. Daly, and M. Singh. On the safety of interpretable machine
learning: A maximum deviation approach. In S. Koyejo, S. Mohamed, A. Agarwal, D. Belgrave, K. Cho,
and A. Oh (eds.), Advances in Neural Information Processing Systems, volume 35, pp. 9866–9880. Curran
Associates, Inc., 2022. URL https://proceedings.neurips.cc/paper_files/paper/2022/file/402
e12102d6ec3ea3df40ce1b23d423a-Paper-Conference.pdf.",2022,"https://proceedings.neurips.cc/paper_files/paper/2022/file/402
e12102d6ec3ea3df40ce1b23d423a-Paper-Conference.pdf."
"G. Weiss, Y. Goldberg, and E. Yahav. Thinking like transformers. In M. Meila and T. Zhang (eds.), Proceedings
of the 38th International Conference on Machine Learning, volume 139 of Proceedings of Machine Learning
Research, pp. 11080–11090. PMLR, 18–24 Jul 2021. URL https://proceedings.mlr.press/v139/wei
ss21a.html.",2021,"https://proceedings.mlr.press/v139/wei
ss21a.html."
"K. Wen, Y. Li, B. Liu, and A. Risteski. Transformers are uninterpretable with myopic methods: a case study
with bounded dyck grammars. In A. Oh, T. Neumann, A. Globerson, K. Saenko, M. Hardt, and S. Levine
(eds.), Advances in Neural Information Processing Systems, volume 36, pp. 38723–38766. Curran Associates, Inc., 2023. URL https://proceedings.neurips.cc/paper_files/paper/2023/file/79ba1b8
27d3fc58e129d1cbfc8ff69f2-Paper-Conference.pdf.",2023,"https://proceedings.neurips.cc/paper_files/paper/2023/file/79ba1b8
27d3fc58e129d1cbfc8ff69f2-Paper-Conference.pdf."
"N. Wichers, C. Denison, and A. Beirami. Gradient-based language model red teaming, 2024.",2024,
"T. Wolf, L. Debut, V. Sanh, J. Chaumond, C. Delangue, A. Moi, P. Cistac, T. Rault, R. Louf, M. Funtowicz,
J. Davison, S. Shleifer, P. von Platen, C. Ma, Y. Jernite, J. Plu, C. Xu, T. Le Scao, S. Gugger, M. Drame,
Q. Lhoest, and A. Rush. Transformers: State-of-the-art natural language processing. In Q. Liu and
D. Schlangen (eds.), Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing: System Demonstrations, pp. 38–45, Online, October 2020. Association for Computational Linguistics. doi: 10.18653/v1/2020.emnlp-demos.6. URL https://aclanthology.org/2020.emnlp-demos.6.",2020,https://aclanthology.org/2020.emnlp-demos.6.
"B. Wright and L. Sharkey. Addressing feature suppression in saes. AI ALIGNMENT FORUM, 2024. URL
https://www.alignmentforum.org/posts/3JuSjTZyMzaSeTxKk/addressing-feature-suppression
-in-saes.",2024,"https://www.alignmentforum.org/posts/3JuSjTZyMzaSeTxKk/addressing-feature-suppression
-in-saes."
"W. Wu, Y. Wang, G. Xiao, H. Peng, and Y. Fu. Retrieval head mechanistically explains long-context factuality.
Arxiv, 2024a. URL https://arxiv.org/abs/2404.15574.",,https://arxiv.org/abs/2404.15574.
"Z. Wu, K. D’Oosterlinck, A. Geiger, A. Zur, and C. Potts. Causal proxy models for concept-based model explanations. In Proceedings of the 40th International Conference on Machine Learning, ICML’23. JMLR.org,
2023a.",,
"Z. Wu, A. Geiger, T. Icard, C. Potts, and N. Goodman. Interpretability at scale: Identifying causal mechanisms
in alpaca. In A. Oh, T. Neumann, A. Globerson, K. Saenko, M. Hardt, and S. Levine (eds.), Advances in
Neural Information Processing Systems, volume 36, pp. 78205–78226. Curran Associates, Inc., 2023b. URL
https://proceedings.neurips.cc/paper_files/paper/2023/file/f6a8b109d4d4fd64c75e94aaf85
d9697-Paper-Conference.pdf.",2023,"https://proceedings.neurips.cc/paper_files/paper/2023/file/f6a8b109d4d4fd64c75e94aaf85
d9697-Paper-Conference.pdf."
"Z. Wu, A. Arora, Z. Wang, A. Geiger, D. Jurafsky, C. D. Manning, and C. Potts. Reft: Representation finetuning
for language models, 2024b.",,
"Z. Wu, A. Geiger, A. Arora, J. Huang, Z. Wang, N. D. Goodman, C. D. Manning, and C. Potts. pyvene: A
library for understanding and improving pytorch models via interventions, 2024c.",,
"Z. Wu, A. Geiger, J. Huang, A. Arora, T. Icard, C. Potts, and N. D. Goodman. A reply to makelov et al. (2023)’s
""interpretability illusion"" arguments, 2024d.",2023,
"G. Xiao, Y. Tian, B. Chen, S. Han, and M. Lewis. Efficient streaming language models with attention sinks.
Arxiv, 2023. URL https://arxiv.org/abs/2309.17453.",2023,https://arxiv.org/abs/2309.17453.
"S. M. Xie, A. Raghunathan, P. Liang, and T. Ma. An explanation of in-context learning as implicit bayesian
inference. In International Conference on Learning Representations, 2022. URL https://openreview.n
et/forum?id=RdJVFCHjUMI.",2022,"https://openreview.n
et/forum?id=RdJVFCHjUMI."
"R. Xiong, Y. Yang, D. He, K. Zheng, S. Zheng, C. Xing, H. Zhang, Y. Lan, L. Wang, and T.-Y. Liu. On
layer normalization in the transformer architecture. In Proceedings of the 37th International Conference on
Machine Learning. JMLR.org, 2020.",2020,
"S. Yang, S. Huang, W. Zou, J. Zhang, X. Dai, and J. Chen. Local interpretation of transformer based on linear
decomposition. In A. Rogers, J. Boyd-Graber, and N. Okazaki (eds.), Proceedings of the 61st Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pp. 10270–10287, Toronto,
Canada, July 2023. Association for Computational Linguistics. doi: 10.18653/v1/2023.acl-long.572. URL
https://aclanthology.org/2023.acl-long.572.",2023,https://aclanthology.org/2023.acl-long.572.
"Y. Yao, P. Wang, B. Tian, S. Cheng, Z. Li, S. Deng, H. Chen, and N. Zhang. Editing large language models:
Problems, methods, and opportunities. In H. Bouamor, J. Pino, and K. Bali (eds.), Proceedings of the
2023 Conference on Empirical Methods in Natural Language Processing, pp. 10222–10240, Singapore,
December 2023. Association for Computational Linguistics. doi: 10.18653/v1/2023.emnlp-main.632. URL
https://aclanthology.org/2023.emnlp-main.632.",2023,https://aclanthology.org/2023.emnlp-main.632.
"K. Yin and G. Neubig. Interpreting language models with contrastive explanations. In Y. Goldberg, Z. Kozareva,
and Y. Zhang (eds.), Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing, pp. 184–198, Abu Dhabi, United Arab Emirates, December 2022. Association for Computational
Linguistics. doi: 10.18653/v1/2022.emnlp-main.14. URL https://aclanthology.org/2022.emnlp-mai
n.14.",2022,"https://aclanthology.org/2022.emnlp-mai
n.14."
"Q. Yu, J. Merullo, and E. Pavlick. Characterizing mechanisms for factual recall in language models. In
H. Bouamor, J. Pino, and K. Bali (eds.), Proceedings of the 2023 Conference on Empirical Methods in
Natural Language Processing, pp. 9924–9959, Singapore, December 2023a. Association for Computational
Linguistics. doi: 10.18653/v1/2023.emnlp-main.615. URL https://aclanthology.org/2023.emnlp-m
ain.615.",2023,"https://aclanthology.org/2023.emnlp-m
ain.615."
"Y. Yu, S. Buchanan, D. Pai, T. Chu, Z. Wu, S. Tong, B. D. Haeffele, and Y. Ma. White-box transformers via
sparse rate reduction. In Thirty-seventh Conference on Neural Information Processing Systems, 2023b. URL
https://openreview.net/forum?id=THfl8hdVxH.",,https://openreview.net/forum?id=THfl8hdVxH.
"Z. Yu and S. Ananiadou. Locating factual knowledge in large language models: Exploring the residual stream
and analyzing subvalues in vocabulary space, 2024. URL https://arxiv.org/abs/2312.12141.",2024,https://arxiv.org/abs/2312.12141.
"M. Yuksekgonul, V. Chandrasekaran, E. Jones, S. Gunasekar, R. Naik, H. Palangi, E. Kamar, and B. Nushi.
Attention satisfies: A constraint-satisfaction lens on factual errors of language models. In The Twelfth
International Conference on Learning Representations, 2024. URL https://openreview.net/forum?i
d=gfFVATffPd.",2024,"https://openreview.net/forum?i
d=gfFVATffPd."
"M. D. Zeiler and R. Fergus. Visualizing and understanding convolutional networks. In D. Fleet, T. Pajdla,
B. Schiele, and T. Tuytelaars (eds.), Computer Vision – ECCV 2014, pp. 818–833, Cham, 2014. Springer
International Publishing. ISBN 978-3-319-10590-1.",2014,
"B. Zhang and R. Sennrich. Root mean square layer normalization. In Proceedings of the 33rd International
Conference on Neural Information Processing Systems, Red Hook, NY, USA, 2019. Curran Associates Inc.",2019,
"F. Zhang and N. Nanda. Towards best practices of activation patching in language models: Metrics and methods.
In The Twelfth International Conference on Learning Representations, 2024. URL https://openreview
.net/forum?id=Hf17y6u9BC.",2024,"https://openreview
.net/forum?id=Hf17y6u9BC."
"S. Zhang, S. Roller, N. Goyal, M. Artetxe, M. Chen, S. Chen, C. Dewan, M. Diab, X. Li, X. V. Lin, T. Mihaylov,
M. Ott, S. Shleifer, K. Shuster, D. Simig, P. S. Koura, A. Sridhar, T. Wang, and L. Zettlemoyer. Opt: Open
pre-trained transformer language models, 2022.",2022,
"Z. Zhao and B. Shan. Reagent: A model-agnostic feature attribution method for generative language models,
2024.",2024,
"Z. Zhong, Z. Liu, M. Tegmark, and J. Andreas. The clock and the pizza: Two stories in mechanistic explanation
of neural networks. In A. Oh, T. Neumann, A. Globerson, K. Saenko, M. Hardt, and S. Levine (eds.),
Advances in Neural Information Processing Systems, volume 36, pp. 27223–27250. Curran Associates, Inc.,
2023. URL https://proceedings.neurips.cc/paper_files/paper/2023/file/56cbfbf49937a0873
d451343ddc8c57d-Paper-Conference.pdf.",2023,"https://proceedings.neurips.cc/paper_files/paper/2023/file/56cbfbf49937a0873
d451343ddc8c57d-Paper-Conference.pdf."
"B. Zhou, A. Khosla, A. Lapedriza, A. Oliva, and A. Torralba. Object detectors emerge in deep scene cnns. In
International Conference on Learning Representations (ICLR), 2015.",2015,
"H. Zhou, A. Bradley, E. Littwin, N. Razin, O. Saremi, J. M. Susskind, S. Bengio, and P. Nakkiran. What
algorithms can transformers learn? a study in length generalization. In The Twelfth International Conference
on Learning Representations, 2024. URL https://openreview.net/forum?id=AssIuHnmHX.",2024,https://openreview.net/forum?id=AssIuHnmHX.
"A. Zou, L. Phan, S. Chen, J. Campbell, P. Guo, R. Ren, A. Pan, X. Yin, M. Mazeika, A.-K. Dombrowski,
S. Goel, N. Li, M. J. Byun, Z. Wang, A. Mallen, S. Basart, S. Koyejo, D. Song, M. Fredrikson, J. Z. Kolter,
and D. Hendrycks. Representation engineering: A top-down approach to ai transparency. Arxiv, 2023. URL
https://arxiv.org/abs/2310.01405.",2023,https://arxiv.org/abs/2310.01405.
